City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,cobija,-11.0267,-68.7692,295.29,88,47,1.33,BO,1728639604
368,stornoway,58.2093,-6.3865,280.42,83,40,1.03,GB,1728639605
369,melfort,52.8667,-104.6177,273.22,93,2,2.57,CA,1728639606
370,klyuchi,52.2667,79.1667,285.95,40,100,7.59,RU,1728639607
371,floro,61.5996,5.0328,279.13,75,75,6.17,NO,1728639609
372,tete,-16.1564,33.5867,303.2,45,75,3.6,MZ,1728639610
373,port-vila,-17.7338,168.3219,295.93,88,40,0.51,VU,1728639613
374,nikolayevsk-on-amure,53.1406,140.73,279.65,91,43,1.86,RU,1728639615
375,furstenfeld,47.05,16.0833,289.02,56,6,1.28,AT,1728639616
376,pangoa,-12.1167,-73.0,292.11,95,56,1.27,PE,1728639617
377,gadzhiyevo,69.2551,33.3362,278.64,81,100,9.71,RU,1728639618
378,taksimo,56.3444,114.8794,271.98,62,95,1.19,RU,1728639619
379,dunedin,-45.8742,170.5036,283.6,75,62,3.13,NZ,1728639621
380,rongelap,11.1635,166.8941,300.73,80,100,8.35,MH,1728639622
381,alotau,-10.3069,150.4462,297.76,95,99,2.05,PG,1728639623
382,san clemente,33.427,-117.612,290.71,95,7,1.34,US,1728639625
383,cockburn town,21.4612,-71.1419,303.12,75,57,5.08,TC,1728639460
384,luderitz,-26.6481,15.1594,295.09,52,1,5.8,NA,1728639627
385,iskateley,67.6803,53.1512,272.86,56,100,10.31,RU,1728639628
386,zaozersk,69.4005,32.4476,277.79,84,100,8.65,RU,1728639629
387,roma,43.2128,-75.4557,278.35,97,100,0.0,US,1728639363
388,tazacorte,28.629,-17.9293,296.69,88,40,1.54,ES,1728639633
389,gemerek,39.1834,36.0719,297.9,27,33,3.38,TR,1728639634
390,kampene,-3.6,26.6667,294.05,93,100,1.39,CD,1728639635
391,san isidro,-12.1167,-77.05,290.38,88,100,2.57,PE,1728639636
392,rafsanjan,30.4067,55.9939,300.84,10,0,2.02,IR,1728639637
393,sur,22.5667,59.5289,305.85,39,0,3.58,OM,1728639639
394,douentza,14.9951,-2.9517,307.73,33,44,2.32,ML,1728639640
395,kourou,5.1552,-52.6478,298.41,91,94,2.36,GF,1728639641
396,kavieng,-2.5744,150.7967,301.66,76,28,4.78,PG,1728639643
397,come,6.4076,1.882,301.79,72,78,2.23,BJ,1728639645
398,labrador city,52.9463,-66.9114,275.1,85,100,7.2,CA,1728639646
399,at taj,24.2049,23.2857,305.4,14,0,1.63,LY,1728639647
400,guerrero negro,27.9769,-114.0611,291.98,91,0,2.14,MX,1728639648
401,panyam,9.4167,9.2167,300.16,52,93,4.36,NG,1728639650
402,panjab,34.388,67.0233,286.52,12,0,3.98,AF,1728639653
403,ad dawadimi,24.5077,44.3924,307.79,9,4,4.6,SA,1728639654
404,colonia,50.9333,6.95,284.79,85,20,1.54,DE,1728639623
405,zouerate,22.7187,-12.4521,306.34,21,10,4.92,MR,1728639656
406,tyukhtet,56.5389,89.3011,272.54,49,100,3.27,RU,1728639657
407,novodvinsk,64.4165,40.8122,275.01,87,100,7.36,RU,1728639455
408,soe,-9.8607,124.284,294.99,70,100,1.9,ID,1728639660
409,happy valley-goose bay,53.3168,-60.3315,277.32,100,100,2.06,CA,1728639661
410,vila velha,-20.3297,-40.2925,294.12,99,75,1.54,BR,1728639662
411,mineiros,-17.5694,-52.5511,295.14,79,86,1.49,BR,1728639663
412,old harbour bay,17.9092,-77.0972,299.26,86,78,1.85,JM,1728639664
413,benalla,-36.55,145.9833,285.66,58,9,5.75,AU,1728639665
414,aasiaat,68.7098,-52.8699,265.24,71,11,4.74,GL,1728639666
415,kingston,17.997,-76.7936,301.68,74,40,2.57,JM,1728639667
416,ma'an,26.9775,110.7211,294.88,58,97,0.83,CN,1728639669
417,guarapari,-20.6667,-40.4975,295.34,96,100,4.29,BR,1728639670
418,howard springs,-12.497,131.047,304.25,67,100,2.25,AU,1728639671
419,ust-nera,64.5667,143.2,265.27,93,100,2.39,RU,1728639672
420,sihanoukville,10.6093,103.5296,298.12,94,75,6.17,KH,1728639673
421,zayed city,24.3768,54.589,310.23,34,0,5.66,AE,1728639674
422,aykol,38.1751,77.2132,297.98,21,0,4.54,CN,1728639675
423,palikir - national government center,6.9248,158.1611,299.56,94,75,0.0,FM,1728639676
424,yarkovo,57.4028,67.0786,274.51,50,100,6.78,RU,1728639677
425,tarija,-21.5355,-64.7296,284.97,61,0,0.61,BO,1728639535
426,la jolla,32.8473,-117.2742,291.87,94,100,2.57,US,1728639680
427,westport,41.1415,-73.3579,280.26,81,0,3.09,US,1728639681
428,baramula,34.2,74.35,298.73,17,0,1.92,IN,1728639682
429,ha'il,27.5219,41.6907,306.16,14,0,7.2,SA,1728639683
430,labytnangi,66.6572,66.4183,270.25,77,15,1.47,RU,1728639684
431,amarante do maranhao,-5.5667,-46.7422,298.32,64,25,2.48,BR,1728639685
432,ballina,-28.8667,153.5667,290.89,71,6,3.06,AU,1728639686
433,kizner,56.2749,51.508,277.32,42,45,5.1,RU,1728639688
434,taulaga,-11.0553,-171.0883,300.79,79,37,8.1,AS,1728639689
435,monett,36.929,-93.9277,290.32,64,0,3.13,US,1728639592
436,mvurwi,-17.0333,30.85,298.81,17,0,3.86,ZW,1728639691
437,labasa,-16.4167,179.3833,297.85,84,100,0.28,FJ,1728639692
438,solleftea,63.1667,17.2667,280.07,70,20,5.17,SE,1728639693
439,krasnokholm,51.5979,54.1567,280.65,60,100,4.2,RU,1728639694
440,zabol,32.25,67.25,295.26,15,0,3.49,AF,1728639695
441,nafada,11.0956,11.3327,306.55,43,64,1.55,NG,1728639696
442,poronaysk,49.2167,143.1167,282.15,69,97,2.67,RU,1728639698
443,qingnian,36.8456,115.7117,293.95,35,2,2.48,CN,1728639699
444,pizarro,4.9533,-77.366,296.49,94,99,2.42,CO,1728639700
445,bayganin,48.6947,55.8742,284.67,42,7,6.77,KZ,1728639701
446,portland,45.5234,-122.6762,284.32,87,0,0.45,US,1728639702
447,tandil,-37.3217,-59.1332,283.4,98,32,3.15,AR,1728639621
448,aral,40.5156,81.2636,298.55,18,0,4.13,CN,1728639704
449,mutare,-18.9707,32.6709,299.67,21,0,4.45,ZW,1728639705
450,leninskoye,41.7589,69.3864,293.34,48,99,5.92,KZ,1728639706
451,qamdo,31.1667,97.2333,281.24,63,99,0.6,CN,1728639708
452,mar del plata,-38.0023,-57.5575,286.22,97,100,5.14,AR,1728639501
453,hola,51.5377,23.1902,286.34,90,100,4.29,PL,1728639710
454,kirakira,-10.4544,161.9205,299.06,84,100,2.78,SB,1728639711
455,christchurch,-43.5333,172.6333,283.26,73,12,0.51,NZ,1728639713
456,kisangani,0.5167,25.2,301.09,77,77,0.38,CD,1728639714
457,ujae,8.9322,165.7642,301.75,76,100,5.28,MH,1728639715
458,marsa alam,25.0757,34.8918,304.8,45,0,6.99,EG,1728639640
459,wamba,8.9333,8.6,303.0,62,92,1.5,NG,1728639718
460,semarang,-6.9932,110.4203,304.11,70,40,4.12,ID,1728639719
461,morondava,-20.2833,44.2833,301.92,52,6,5.83,MG,1728639720
462,gao,16.6362,1.637,309.47,17,76,1.49,ML,1728639721
463,quixere,-5.0742,-37.9886,299.28,62,4,5.26,BR,1728639722
464,na mom,6.9586,100.5568,300.06,89,75,1.03,TH,1728639723
465,ad douiem,14.0012,32.3116,308.87,30,8,4.49,SD,1728639725
466,cururupu,-1.8283,-44.8683,299.65,70,97,1.91,BR,1728639726
467,anna regina,7.2644,-58.5077,299.79,84,83,4.11,GY,1728639729
468,sittwe,20.15,92.9,302.35,73,15,5.75,MM,1728639730
469,turan,16.0678,108.2208,299.14,89,75,2.06,VN,1728639731
470,amursk,50.2261,136.8994,279.97,71,15,2.97,RU,1728639732
471,kiunga,-6.1219,141.2906,298.45,89,99,1.49,PG,1728639733
472,dingli,35.8614,14.3822,299.24,47,0,7.2,MT,1728639734
473,acapulco de juarez,16.8634,-99.8901,299.05,89,40,2.57,MX,1728639471
474,rawson,-43.3002,-65.1023,278.31,87,0,4.12,AR,1728639616
475,san rafael,-34.6177,-68.3301,287.5,46,5,5.79,AR,1728639633
476,guayaramerin,-10.8368,-65.3614,296.21,80,89,0.71,BO,1728639739
477,tenango de las flores,20.2058,-97.9881,285.09,46,70,3.74,MX,1728639740
478,grassano,40.6346,16.2779,299.07,20,63,4.1,IT,1728639741
479,guasdualito,7.2424,-70.7324,295.69,97,59,1.46,VE,1728639742
480,peace river,56.2501,-117.286,276.85,80,100,2.57,CA,1728639743
481,lethem,3.3803,-59.7968,298.68,74,100,5.68,GY,1728639744
482,boaco,12.4722,-85.6586,295.14,97,99,1.96,NI,1728639746
483,scotts valley,37.0511,-122.0147,285.77,85,0,0.45,US,1728639748
484,masterton,-40.9597,175.6575,277.49,91,0,1.24,NZ,1728639749
485,howrah,22.5892,88.3103,307.15,62,40,3.09,IN,1728639750
486,lashkar gah,31.5938,64.3716,304.39,10,0,2.84,AF,1728639751
487,luau,-10.7073,22.2247,307.3,14,0,2.49,AO,1728639752
488,kuala lipis,4.1842,102.0468,299.39,91,100,0.9,MY,1728639753
489,la'ie,21.6477,-157.9253,298.18,91,36,0.89,US,1728639754
490,nieuw amsterdam,5.8833,-55.0833,297.16,94,40,0.0,SR,1728639756
491,lucapa,-8.4192,20.7447,306.73,32,2,1.59,AO,1728639757
492,berdigestyakh,62.0989,126.6992,271.52,90,100,1.78,RU,1728639758
493,lianzhou,24.7811,112.3825,297.47,55,3,1.02,CN,1728639759
494,talcahuano,-36.7167,-73.1167,285.97,94,100,3.09,CL,1728639760
495,gurupi,-11.7292,-49.0686,301.85,49,75,2.45,BR,1728639761
496,kargasok,59.0556,80.8572,273.38,52,66,5.21,RU,1728639762
497,troy,42.6056,-83.1499,282.87,80,0,2.57,US,1728639763
498,ikalamavony,-21.15,46.5833,303.24,22,6,5.87,MG,1728639765
499,antsiranana,-12.2787,49.2917,304.57,42,20,9.26,MG,1728639766
500,borkum,53.5809,6.6915,285.35,56,68,9.31,DE,1728639767
501,alappuzha,9.49,76.3264,299.5,83,97,4.54,IN,1728639768
502,kailua-kona,19.6406,-155.9956,298.48,81,99,2.13,US,1728639769
503,farah,32.5,62.5,302.24,9,0,2.98,AF,1728639770
504,oak park,41.885,-87.7845,286.99,58,0,2.06,US,1728639208
505,daru,-9.0763,143.2092,299.43,87,53,7.1,PG,1728639772
506,fortuna,40.5982,-124.1573,283.66,100,0,3.09,US,1728639773
507,cabo san lucas,22.8909,-109.9124,300.79,91,1,3.86,MX,1728639739
508,salamanca,40.8333,-6.0,286.45,68,99,5.19,ES,1728639484
509,qui nhon,13.7667,109.2333,299.47,88,89,5.37,VN,1728639777
510,kerikeri,-35.2268,173.9474,282.54,88,7,0.45,NZ,1728639779
511,ketchikan,55.3422,-131.6461,282.41,93,100,4.12,US,1728639781
512,san antonio de pale,-1.4014,5.6325,297.81,79,84,2.69,GQ,1728639782
513,morada nova,-5.1067,-38.3725,298.47,65,8,4.6,BR,1728639783
514,vernon,50.2581,-119.2691,277.55,76,51,0.45,CA,1728639784
515,piti village,13.4626,144.6933,299.99,91,0,2.06,GU,1728639786
516,gilgit,35.9221,74.3087,293.61,27,21,1.47,PK,1728639787
517,spring creek,40.7266,-115.5859,276.98,37,30,1.8,US,1728639788
518,gwarzo,11.9152,7.9346,305.29,39,8,2.51,NG,1728639789
519,gebeit,21.0667,36.3167,309.5,14,2,2.03,SD,1728639790
520,trujillo,-8.116,-79.03,289.13,94,100,2.57,PE,1728639629
521,nuuk,64.1835,-51.7216,271.49,100,100,3.6,GL,1728639793
522,jianshui,23.6363,102.8264,294.72,82,81,2.43,CN,1728639794
523,barauli,26.4,84.5833,305.59,44,2,4.62,IN,1728639795
524,malango,-2.9627,119.9001,294.35,93,94,0.93,ID,1728639797
525,kongsberg,59.6652,9.6465,279.24,60,6,1.34,NO,1728639798
526,gazli,40.1333,63.45,297.98,26,67,7.61,UZ,1728639799
527,midvagur,62.0511,-7.1939,275.61,75,75,6.69,FO,1728639800
528,waddan,29.1614,16.139,310.86,14,51,2.36,LY,1728639801
529,flying fish cove,-10.4217,105.6791,299.97,89,100,5.66,CX,1728639802
530,banda aceh,5.5577,95.3222,300.66,81,86,5.77,ID,1728639803
